rn,Date,name,category,hazards,tier,band
26-116,2025-11-26,Sofoliana and Glotika Baby Loungers,"Sleep — cribs, bassinets, loungers",entrapment|fall,1,ACT NOW
26-115,2025-11-26,Vivohome Adult Portable Bed Rails,"Gates, rails & childproofing",entrapment|suffocation,1,ACT NOW
26-114,2025-11-26,Ikuso Safety Gates,"Gates, rails & childproofing",entrapment,1,ACT NOW
26-113,2025-11-26,Macardac Baby Loungers,"Sleep — cribs, bassinets, loungers",entrapment|fall,1,ACT NOW
26-112,2025-11-26,Alinux Baby Loungers,"Sleep — cribs, bassinets, loungers",entrapment|fall,1,ACT NOW
26-109,2025-11-26,KingPavonini Adult Portable Bed Rails,"Gates, rails & childproofing",entrapment|suffocation,1,ACT NOW
26-107,2025-11-26,Ebern Designs Ojaswi 12-Drawer Dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
26-099,2025-11-20,Play Yards,"Sleep — cribs, bassinets, loungers",entrapment|suffocation,1,ACT NOW
26-096,2025-11-20,Grow 'N Stow Folding Learning Tower,Nursery furniture & tip-over,fall,3,ACT NOW
26-106,2025-11-20,Romorgniz Fabric 12- and 13-Drawer Dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
26-104,2025-11-20,Anzmtosn Magnet Fidget Spinner Sets,Toys,chemical|magnet,2,ACT NOW
26-101,2025-11-20,Mallimoda Children's Pajama Sets,Sleepwear & apparel,burn,3,ACT NOW
26-095,2025-11-20,Bearlala Baby Loungers,"Sleep — cribs, bassinets, loungers",entrapment|fall,1,ACT NOW
26-094,2025-11-20,4-in-1 Baby Safety Cart Carriage,Strollers & carriers,fall,3,ACT NOW
26-091,2025-11-13,Zigjoy Toddler Sleep Sacks with Feet,Sleep — mattresses & bedding,burn|flammable,3,ACT NOW
26-089,2025-11-13,Great Lakes Select Button Cell and Coin Batteries,Button cells & batteries,battery|burn,2,ACT NOW
26-086,2025-11-13,Zippee Activity Toys,Toys,choking,3,ACT NOW
26-085,2025-11-13,Bettina Doll Set with Magic Light Unicorn,Toys,battery|burn,2,ACT NOW
26-075,2025-11-06,Inkari Plush Alpaca Toys,Toys,choking,3,ACT NOW
26-074,2025-11-06,Vevor Baby Swings,"Sleep — cribs, bassinets, loungers",suffocation,1,ACT NOW
26-081,2025-11-06,Children's WYBITNY Bed Rails,"Gates, rails & childproofing",entrapment,1,ACT NOW
26-073,2025-11-06,Umeyda Nightgowns,Sleepwear & apparel,burn|flammable,3,ACT NOW
26-077,2025-11-06,Neaude Adult Portable Bed Rails,"Gates, rails & childproofing",entrapment|labeling|suffocation,1,ACT NOW
26-071,2025-11-06,Napei Collapsible Infant Bath Tubs,Bath & water safety,battery|burn,2,ACT NOW
26-070,2025-11-06,Three-Wheeled Children's Scooter with Foot Brake,Helmets & wheeled toys,fall,3,ACT NOW
26-069,2025-11-06,Criblike aftermarket play yard and non-full sized crib mattresses,"Sleep — cribs, bassinets, loungers",entrapment|flammable|suffocation,1,ACT NOW
26-066,2025-10-30,WLIVE Fabric 16-Drawer Dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
26-065,2025-10-30,Halloween-themed Skeleton Wax Candle,Lighters & fire hazards,burn|fire|flammable,3,ACT NOW
26-061,2025-10-30,Harppa 5-in-1 Convertible High Chairs for Babies and Toddlers,Feeding & high chairs,entrapment|fall,1,ACT NOW
26-055,2025-10-30,YaFiti Fabric 12-Drawer Dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
26-053,2025-10-30,Grundens Youth Clipper 282 and Zenith 282 Jackets,Sleepwear & apparel,entanglement|strangulation,1,ACT NOW
26-052,2025-10-30,Organic Cotton Pack N Play Mattress Dual-Sided Portable Baby Crib Pad,"Sleep — cribs, bassinets, loungers",entrapment|suffocation,1,ACT NOW
26-060,2025-10-30,Children's HOMEAL Bed Rails,"Gates, rails & childproofing",entrapment,1,ACT NOW
26-049,2025-10-23,Bealife 5-Drawer Dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
26-048,2025-10-23,Scepter Gas and Oil Combination Fuel Containers,Household chemicals,burn|chemical|fire,3,ACT NOW
26-047,2025-10-23,Scepter Gas and Oil Combination Fuel Containers,Household chemicals,burn|chemical|fire,3,ACT NOW
26-044,2025-10-23,Pack-N-Stroll Premium Folding Utility Wagon,Strollers & carriers,entrapment|fall,1,ACT NOW
26-038,2025-10-23,Cranach Hardware Plastic Tip Restraint Kits,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
26-037,2025-10-23,LEACHOI Bed Rail,"Gates, rails & childproofing",entrapment|suffocation,1,ACT NOW
26-032,2025-10-16,Belivium Baby Loungers,"Sleep — cribs, bassinets, loungers",entrapment|fall|suffocation,1,ACT NOW
26-022,2025-10-16,WLIVE Fabric 12-Drawer Dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
26-024,2025-10-16,AOWOS Dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
26-016,2025-10-09,Bmrwtg LED Tutu Skirts,Sleepwear & apparel,battery|burn,2,ACT NOW
26-015,2025-10-09,YGJT Baby Loungers,"Sleep — cribs, bassinets, loungers",entrapment|fall,1,ACT NOW
26-014,2025-10-09,Mom Genius Retractable Safety Gates,"Gates, rails & childproofing",entrapment,1,ACT NOW
26-013,2025-10-09,Bellabu Bear Children's Robes,Sleepwear & apparel,burn|flammable,3,ACT NOW
26-012,2025-10-09,Generic Magnetic Balls 1000pcs,Toys,chemical|magnet,2,ACT NOW
26-005,2025-10-02,Dissolved Oxygen Test Kits,Jewelry & accessories,chemical,4,ACT SOON
26-004,2025-10-02,Gunaito 10-Drawer Dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
26-003,2025-10-02,Blossom Children's Loungewear sets,Sleepwear & apparel,burn|flammable,3,ACT NOW
26-001,2025-10-02,Evermore Surprise Eggs,Outdoor & play equipment,chemical|lead,4,ACT SOON
25-479,2025-09-25,Persilux Zebra Blinds,Window coverings & cords,entanglement|labeling|strangulation,1,ACT NOW
25-478,2025-09-25,Autoez Bamboo Shades,Window coverings & cords,entanglement|labeling|strangulation,1,ACT NOW
25-477,2025-09-25,"""RELIEVE"" Numbing Cream",Personal care & medicine,chemical,4,ACT SOON
25-476,2025-09-25,Hoovy Cooling Gel Insert Pads for Car Seats and Strollers,Car seats & travel,burn,3,ACT NOW
25-474,2025-09-18,EnHomee 13-Drawer Dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
25-473,2025-09-18,LXDHSTRA Baby Loungers,"Sleep — cribs, bassinets, loungers",entrapment|fall|suffocation,1,ACT NOW
25-472,2025-09-18,YooxArmor Multi-Purpose Kids' Helmets,Helmets & wheeled toys,crash|labeling,3,ACT NOW
25-471,2025-09-18,Youbeien Crib Mobiles,"Sleep — cribs, bassinets, loungers",battery|burn,2,ACT NOW
25-462,2025-09-11,In My Jammers Button Up Flare Pajama Sets,Sleepwear & apparel,burn|flammable,3,ACT NOW
25-461,2025-09-11,Children's Wooden Cactus Toys,Toys,choking,3,ACT NOW
25-460,2025-09-11,Bariatric Fusion Iron Multivitamin Bottles,Feeding & high chairs,chemical,4,ACT SOON
25-456,2025-09-04,URMYWO Baby Loungers,"Sleep — cribs, bassinets, loungers",entrapment|fall|suffocation,1,ACT NOW
25-447,2025-08-28,Lulive 12-Drawer Dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
25-450,2025-08-28,Party Favors Lite-Up Torches and Mini Laser Pointers,Lighters & fire hazards,battery|burn,2,ACT NOW
25-449,2025-08-28,CT-ENERGY Lithium Coin Battery Chargers with Rechargeable 2032 Batteries,Button cells & batteries,battery|burn,2,ACT NOW
25-433,2025-08-14,Children's Spiral Tower Toys,Toys,choking,3,ACT NOW
25-434,2025-08-14,Firefly Safe & Green 32 oz. Fuel Bottles,Feeding & high chairs,chemical,4,ACT SOON
25-427,2025-08-07,La Ligne Enfant Bonne Nuit Pajamas,Sleepwear & apparel,burn|flammable,3,ACT NOW
25-426,2025-08-07,Séfralls Minoxidil Hair Generation Serum,Personal care & medicine,chemical,4,ACT SOON
25-425,2025-08-07,LeymanKids Children's Pajama Sets,Sleepwear & apparel,burn|flammable,3,ACT NOW
25-424,2025-08-07,Monica Vinader 14k Yellow Gold Mini Heart Jewelry,Jewelry & accessories,chemical,4,ACT SOON
25-422,2025-08-07,TEMI Go Basketball Toys,Toys,choking,3,ACT NOW
25-421,2025-08-07,Pet Zone Laser Pointer & LED Ball Pet Toys,Toys,battery|burn,2,ACT NOW
25-413,2025-07-31,Magnetic Floating Stackers toys,Toys,chemical|magnet,2,ACT NOW
25-419,2025-07-31,Baby Loren Morning Dresses,Sleepwear & apparel,burn|flammable,3,ACT NOW
25-415,2025-07-31,KidKraft Farm to Table Model Play Kitchen,Toys,strangulation,1,ACT NOW
25-401,2025-07-24,LIVACTI Retractable Safety Gates,"Gates, rails & childproofing",entrapment,1,ACT NOW
25-400,2025-07-24,Aiho Dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
25-404,2025-07-24,Minecraft Light-Up Slap Ruler Bracelets,Toys,battery|burn,2,ACT NOW
25-399,2025-07-24,100% Natural Pure Gum Spirits of Turpentine Bottles,Feeding & high chairs,chemical,4,ACT SOON
25-398,2025-07-24,LED Gloves,Toys,battery|burn,2,ACT NOW
25-397,2025-07-24,Georgia Pine Gum Spirits of Turpentine Bottles,Feeding & high chairs,chemical,4,ACT SOON
25-408,2025-07-24,Pura 4 Smart Home Fragrance Diffusers with detachable covers,Toys,chemical|magnet,2,ACT NOW
25-393,2025-07-21,48 inches and taller above-ground pools with compression straps running on the outside and over the vertical support legs,Bath & water safety,drowning,1,ACT NOW
25-392,2025-07-17,Babyletto Kiwi Electronic Recliner and Swivel Gliders with USB port,Nursery furniture & tip-over,overheat,4,ACT SOON
25-388,2025-07-17,Primark DTR (direct-to-retail) Stitch Scented Highlighters (4-pack),Lighters & fire hazards,chemical,4,ACT SOON
25-385,2025-07-10,Dearlomum Retractable Safety Gates,"Gates, rails & childproofing",entrapment,1,ACT NOW
25-384,2025-07-10,AUGNORYE Padded Cushioned Crib Bumpers,"Sleep — cribs, bassinets, loungers",suffocation,1,ACT NOW
25-383,2025-07-10,Braided crib bumpers,"Sleep — cribs, bassinets, loungers",suffocation,1,ACT NOW
25-382,2025-07-10,SPPTTY Kids 14- and 18-inch Bicycles,Outdoor & play equipment,chemical|lead,4,ACT SOON
25-380,2025-07-10,WLIVE Fabric 15-Drawer Dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
25-379,2025-07-10,"Creekliybear ""Pack and Play"" Aftermarket Play Yard Mattresses","Sleep — cribs, bassinets, loungers",entrapment|suffocation,1,ACT NOW
25-368,2025-07-03,Jeriflyer 8-inch pool drain covers,Bath & water safety,entrapment,1,ACT NOW
25-372,2025-07-03,SNLN Party Supply Toys,Toys,battery|burn,2,ACT NOW
25-374,2025-07-03,509 helmets and 509 for Polaris helmets,Helmets & wheeled toys,crash,3,ACT NOW
25-706,2025-06-26,"Peg Perego Tatamia 3-in-1 Recliner, Swings and High Chairs",Feeding & high chairs,suffocation,1,ACT NOW
25-361,2025-06-26,Boyro Baby Walkers,"Walkers, swings & bouncers",chemical|fall|lead,3,ACT NOW
25-360,2025-06-26,LED Fireplace Lanterns,Button cells & batteries,battery|burn,2,ACT NOW
25-359,2025-06-26,Bell Sports Bicycle Helmets,Helmets & wheeled toys,crash,3,ACT NOW
25-354,2025-06-26,"California Gold Nutrition Iron Supplements: Daily Prenatal Multi, Ultamins Women's Multivitamin, and Ultamins Women's 50+ Multivitamin",Feeding & high chairs,chemical,4,ACT SOON
25-345,2025-06-18,TADAKAZU Baby Loungers,"Sleep — cribs, bassinets, loungers",entrapment|fall|suffocation,1,ACT NOW
25-341,2025-06-18,YaFiti 12-Drawer White Dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
25-339,2025-06-12,Manual Retractable Security Pool Covers,Outdoor & play equipment,drowning|entrapment,1,ACT NOW
25-336,2025-06-12,Giraffe highchairs,Feeding & high chairs,fall,3,ACT NOW
25-318,2025-06-05,2-in-1 Funlio Convertible Baby High Chairs,Feeding & high chairs,entrapment|fall,1,ACT NOW
25-316,2025-06-05,Portable Hook-On Chairs,Feeding & high chairs,fall,3,ACT NOW
25-315,2025-06-05,ZHORANGE Portable Bassinets,"Sleep — cribs, bassinets, loungers",fall,3,ACT NOW
25-314,2025-06-05,Hobby Toy Hammer Ball sets,Toys,choking,3,ACT NOW
25-312,2025-06-05,ZRWD Infant Swings,"Walkers, swings & bouncers",battery|burn|labeling|suffocation,1,ACT NOW
25-308,2025-05-29,My First Snowman Toys,Toys,choking,3,ACT NOW
25-303,2025-05-29,Unity Teeter Tunnels with Lexan Tops,Outdoor & play equipment,fall,3,ACT NOW
25-307,2025-05-29,"VFAUOSIT Kitchen Faucets, model number 06BNV",Household chemicals,lead,3,ACT NOW
25-306,2025-05-29,"KICIMPRO Kitchen Faucets, model number KM800-01-06BN",Household chemicals,lead,3,ACT NOW
25-305,2025-05-29,"BASDEHEN Kitchen Faucets, model number CFDTTH-000-YGH",Household chemicals,lead,3,ACT NOW
25-302,2025-05-29,WeHwupe Adult Portable Bed Rails,"Gates, rails & childproofing",entrapment|suffocation,1,ACT NOW
25-291,2025-05-22,Holiday Lane Infant Footed Pajamas,Sleepwear & apparel,,4,ACT SOON
25-290,2025-05-22,Nezmdi Baby Swings,"Walkers, swings & bouncers",battery|labeling|suffocation,1,ACT NOW
25-294,2025-05-22,DTR Plush Bag Stitch and DTR Plush Bag Angel,Toys,choking,3,ACT NOW
25-293,2025-05-22,Sivan Six-Drawer Double Dressers,Nursery furniture & tip-over,entrapment|labeling|tipover,1,ACT NOW
25-292,2025-05-22,Rolanstar 6-Drawer Dressers,Nursery furniture & tip-over,entrapment|labeling|tipover,1,ACT NOW
25-282,2025-05-15,LivingCaring Adult Portable Bed Rails,"Gates, rails & childproofing",entrapment|suffocation,1,ACT NOW
25-287,2025-05-15,Children's Mini Danica Loungewear Sets,Sleepwear & apparel,burn|flammable,3,ACT NOW
25-286,2025-05-15,Child Safety Gates,"Gates, rails & childproofing",entrapment|fall,1,ACT NOW
25-285,2025-05-15,Chill Pill Magnetic Haptic Fidget Toys Red Bumpy,Toys,chemical|magnet,2,ACT NOW
25-281,2025-05-15,PlayTab Rollers Tile Toys,Toys,chemical|magnet,2,ACT NOW
25-280,2025-05-15,Digital Wall Clocks,Button cells & batteries,battery|burn,2,ACT NOW
25-279,2025-05-15,"NICREW 15"" Submersible RGB LED Lights with remote controls",Button cells & batteries,battery|burn|labeling,2,ACT NOW
25-278,2025-05-15,Boyro Baby Convertible High Chairs,Feeding & high chairs,entrapment|fall,1,ACT NOW
25-256,2025-05-08,"Kid Comfort, Kid Comfort Pro and Kid Comfort Active Child Carriers",Strollers & carriers,fall,3,ACT NOW
25-252,2025-05-08,Xylolin Peg Doll Toy Sets,Toys,choking,3,ACT NOW
25-245,2025-05-01,Dlesot Snap Hair Clips,Jewelry & accessories,chemical|lead,3,ACT NOW
25-235,2025-04-24,Huffy 12-Volt Children's Ride-On Tonka Dump Trucks,Toys,burn|fire|overheat,3,ACT NOW
25-233,2025-04-24,LuckupShein Window Roll Up Shades,Window coverings & cords,entanglement|labeling|strangulation,1,ACT NOW
25-234,2025-04-24,Roll Up Window Blinds,Window coverings & cords,entanglement|strangulation,1,ACT NOW
25-232,2025-04-24,LED Strip Lights,Button cells & batteries,battery|burn|labeling,2,ACT NOW
25-237,2025-04-24,Kids Thrill Shape Sorter Car Toys,Toys,choking,3,ACT NOW
25-236,2025-04-24,Sondiko Butane Torches,Lighters & fire hazards,burn,3,ACT NOW
25-231,2025-04-17,Tip-over Restraint Kits,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
25-230,2025-04-17,Joydeco Roller Window Shades,Window coverings & cords,entanglement|labeling|strangulation,1,ACT NOW
25-229,2025-04-17,Glow Sticks and Glasses Party Pack Toys,Toys,battery|burn,2,ACT NOW
25-228,2025-04-17,COMEONROA Infant Swings,"Sleep — cribs, bassinets, loungers",battery|labeling|suffocation,1,ACT NOW
25-223,2025-04-10,"Safetussin Max Strength Multi-Symptom Cough, Cold and Flu tablets blister packs",Personal care & medicine,chemical,4,ACT SOON
25-222,2025-04-10,Babyjoy Convertible 6-in-1 High Chair Activity Centers,Feeding & high chairs,entrapment|fall,1,ACT NOW
25-221,2025-04-10,Multifunctional Puzzle Crab Toys,Toys,chemical|magnet,2,ACT NOW
25-217,2025-04-10,Kentfield Solid Wood Eight-Drawer Dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
25-220,2025-04-10,Bebamour baby bath seats,Bath & water safety,drowning|tipover,1,ACT NOW
25-216,2025-04-10,Tissue Box Toy sold with Fisher-Price 3-in-1 SnugaPuppy Activity Centers,"Walkers, swings & bouncers",choking,3,ACT NOW
25-215,2025-04-10,Brunch & Go Stroller Toys,Strollers & carriers,choking,3,ACT NOW
25-219,2025-04-10,Long-Haul 5L ATV Gas Cans,Helmets & wheeled toys,burn|chemical|fire,3,ACT NOW
25-206,2025-04-03,HONEYJOY Convertible and Foldable High Chairs,"Sleep — cribs, bassinets, loungers",suffocation,1,ACT NOW
25-205,2025-04-03,Superb Sports Baby Bath Seats,Bath & water safety,drowning|tipover,1,ACT NOW
25-705,2025-03-27,Children's Steel Utility Bunk Beds,Nursery furniture & tip-over,entrapment|strangulation,1,ACT NOW
25-202,2025-03-27,George Oliver Dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
25-201,2025-03-27,"NFH Iron SAP, NFH Heme Iron SAP and NFH Prenatal SAP bottles",Feeding & high chairs,chemical,4,ACT SOON
25-198,2025-03-27,LINKCOO Blackout Roller Window Shades,Window coverings & cords,entanglement|labeling|strangulation,1,ACT NOW
25-194,2025-03-20,"Benadryl Liquid Elixir, 100 mL bottles",Feeding & high chairs,chemical,4,ACT SOON
25-192,2025-03-20,GIKPAL 10 Drawer Dressers,Nursery furniture & tip-over,entrapment|labeling|tipover,1,ACT NOW
25-182,2025-03-13,Onasti Toddler Tower Stools,Nursery furniture & tip-over,fall|tipover,2,ACT NOW
25-180,2025-03-13,Silicone Rosary and Decade teethers,Feeding & high chairs,choking,3,ACT NOW
25-178,2025-03-13,Retractable Safety Gates,"Gates, rails & childproofing",entrapment,1,ACT NOW
25-171,2025-03-06,Lolanta Children's Bathrobes,Sleepwear & apparel,burn|flammable,3,ACT NOW
25-173,2025-03-06,Phosphate Reagent #1 Bottles sold within the Taylor Phosphate Test Kits,Feeding & high chairs,burn|chemical,3,ACT NOW
25-172,2025-03-06,Love Our Home Braided Crib Bumpers,"Sleep — cribs, bassinets, loungers",suffocation,1,ACT NOW
25-170,2025-03-06,Auto World Unassembled Deluxe Pit Kit Slot Cars,Toys,chemical|magnet,2,ACT NOW
25-168,2025-03-06,"Marie-Chantal Children's Nightgowns, Pajama Sets and Robes",Sleepwear & apparel,burn|flammable,3,ACT NOW
25-160,2025-03-06,Nuby Stroller Fans,Strollers & carriers,laceration,3,ACT NOW
25-166,2025-02-27,Babyjoy High Chairs,"Sleep — cribs, bassinets, loungers",entrapment|suffocation,1,ACT NOW
25-704,2025-02-27,Style Life Eleven Baby Loungers,"Sleep — cribs, bassinets, loungers",entrapment|fall|suffocation,1,ACT NOW
25-158,2025-02-27,Forever 21 Children's Pajamas,Sleepwear & apparel,burn|flammable,3,ACT NOW
25-163,2025-02-27,Allesin Blackout Roller Window Shades,Window coverings & cords,entanglement|labeling|strangulation,1,ACT NOW
25-161,2025-02-27,P.J. Salvage Pajama Sets and Robes,Sleepwear & apparel,burn|flammable,3,ACT NOW
25-151,2025-02-20,ShadesU Roller Window Shades,Window coverings & cords,entanglement|labeling|strangulation,1,ACT NOW
25-147,2025-02-20,Homebox Blackout Roller Window Shades,Window coverings & cords,entanglement|labeling|strangulation,1,ACT NOW
25-146,2025-02-20,Sauder and Sauder Beginnings Dressers and 4-Drawer Chests tip-over restraint straps,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
25-145,2025-02-20,SEJOV Five-Drawer Dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
25-143,2025-02-20,Holosun Firearm Dot Sights,Button cells & batteries,battery|burn|labeling,2,ACT NOW
25-142,2025-02-20,Fjorden iPhone Camera Grips,Button cells & batteries,battery|burn,2,ACT NOW
25-139,2025-02-20,Rebecca's Toys & Prizes Bowling Pin Sipper Cups,Feeding & high chairs,chemical|lead,3,ACT NOW
25-131,2025-02-13,SHEIN EVRYDAY Kids' Pajama Sets,Sleepwear & apparel,burn|flammable,3,ACT NOW
25-135,2025-02-13,Youth Solitude Jackets,Sleepwear & apparel,entanglement|strangulation,1,ACT NOW
25-134,2025-02-13,6-in-1 Pounding Games,Toys,chemical|magnet,2,ACT NOW
25-128,2025-02-06,Roll Up Window Blinds,Window coverings & cords,entanglement|strangulation,1,ACT NOW
25-123,2025-02-06,Sling Carriers,Strollers & carriers,fall,3,ACT NOW
25-122,2025-02-06,UVIPC Baby Gates,"Gates, rails & childproofing",entrapment,1,ACT NOW
25-120,2025-02-06,Pella Reserve and Lifestyle Sliding Patio Doors and Lifestyle Windows,Button cells & batteries,battery|burn|labeling,2,ACT NOW
25-115,2025-01-30,Pearhead Infant Learning Toy Sets,Toys,choking,3,ACT NOW
25-113,2025-01-30,"Cozchique, Tebbis and Beeziac Girls Pajamas",Sleepwear & apparel,burn|flammable,3,ACT NOW
25-111,2025-01-30,Greater Goods Digital Kitchen Scales,Button cells & batteries,battery|burn|labeling,2,ACT NOW
25-110,2025-01-30,Cabinet Health 4 oz. Refillable Medicine Bottles,Feeding & high chairs,chemical,4,ACT SOON
25-105,2025-01-23,ChrisDowa Roller Window Shades,Window coverings & cords,entanglement|labeling|strangulation,1,ACT NOW
25-102,2025-01-23,Children's Holiday Pajama Sets,Sleepwear & apparel,burn|flammable,3,ACT NOW
25-096,2025-01-16,"Mini Bella Bunny Pajamas, Mini Camille Pajamas and Mini Petra Nightgown",Sleepwear & apparel,burn|flammable,3,ACT NOW
25-094,2025-01-16,HallyBee Farmhouse 5-Drawer Dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
25-088,2025-01-08,Wemfg Children's Multi-Purpose Bike Helmets,Helmets & wheeled toys,crash|labeling,3,ACT NOW
25-087,2025-01-08,SIG SAUER ROMEO5 Red Dot Sights,Button cells & batteries,battery|burn|labeling,2,ACT NOW
25-082,2025-01-02,Yaomiao Children's Jewelry Sets,Outdoor & play equipment,chemical|lead,4,ACT SOON
25-081,2025-01-02,Euqee Wintergreen Essential Oils,Personal care & medicine,chemical,4,ACT SOON
25-080,2024-12-26,Inclusive Orbit merry-go-rounds,Outdoor & play equipment,,4,ACT SOON
25-079,2024-12-26,GIKPAL 12-Drawer Dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
